產業別,公司代號,名稱,股價日期,成交,漲跌價,漲跌幅,成交張數,市場,面值(元),股本(億),市值(億),成立年數,上市年數,董事長,總經理
食品工業,1258,其祥-KY,3月2日,40.2,0,0%,142,上櫃,10,3.55,14.3,6.8,5.2,王其祥,王建山
觀光事業,1259,安心,3月2日,80,0.4,0.50%,52,上櫃,10,3.24,25.9,26.3,5.2,黃茂雄,高順興
食品工業,1264,德麥,3月2日,219,2,0.92%,34,上櫃,10,3.06,67.1,27.7,1.9,林雪嬌,吳文欽
電子零組件業,1333,恩得利,3月2日,3.74,-0.06,-1.58%,8,上櫃,10,6.15,2.3,23.4,11.6,林義雄,林有欽
電子零組件業,1336,台翰,3月2日,9.63,-0.04,-0.41%,26,上櫃,10,6.28,6.04,29.5,9.3,楊劍平,楊劍平
生技醫療業,1565,精華,3月2日,532,1,0.19%,404,上櫃,10,5.04,268,30.4,12.9,陳明賢,周育然
電機機械,1566,捷邦,3月2日,17.1,0.15,0.88%,68,上櫃,10,6.65,11.4,40.2,6.1,胡湘麒,胡湘麒
電腦及週邊設備業,1569,濱川,3月2日,26.95,-2.95,-9.87%,"22,555",上櫃,10,9.38,25.3,33.9,11.6,蕭欽銘,蕭欽群
電機機械,1570,力肯,3月2日,13.8,-0.05,-0.36%,32,上櫃,10,5.15,7.11,33.2,11.7,溫銘漢,溫銘漢
電機機械,1580,新麥,3月2日,135.5,-0.5,-0.37%,58,上櫃,10,4.85,65.8,33.4,9.2,謝順和,呂國宏
其他業,1584,精剛,3月2日,15.2,0,0%,901,上櫃,10,8.25,12.5,14.8,9.3,陳興時,張世豐
電機機械,1586,和勤,3月2日,26.8,0.05,0.19%,336,上櫃,10,6.96,18.6,24.3,5.1,邱東和,邱森玉
電機機械,1591,駿吉-KY,3月2日,21.7,-1.45,-6.26%,54,上櫃,10,3.01,6.54,7.3,4.9,江文洲,江文洲
生技醫療業,1593,祺驊,3月2日,39,-0.3,-0.76%,13,上櫃,10,3.03,11.8,20,4.7,徐鉦鑑,李穎哲
電子零組件業,1595,川寶,3月2日,46.6,-0.8,-1.69%,68,上櫃,10,3.87,18,18,5.4,張鴻明,張鴻明
電機機械,1597,直得,3月2日,33.65,-0.55,-1.61%,369,上櫃,10,6.2,20.9,18.4,4.2,陳麗芬,許明哲
電機機械,1599,宏佳騰,3月2日,50.3,-0.1,-0.20%,72,上櫃,10,5.17,26,13.2,4.2,鍾杰霖,鍾杰霖
化學工業,1742,台蠟,3月2日,11.6,-0.7,-5.69%,705,上櫃,10,7.22,8.38,29.6,12.8,林哲印,林哲印
生技醫療業,1752,南光,3月2日,43.35,0.85,2%,538,上櫃,10,10.1,43.8,43.5,7.6,陳立賢,王玉杯
生技醫療業,1777,生泰,3月2日,101.5,1.5,1.50%,133,上櫃,10,3.01,30.5,34.3,11.4,蕭振明,王義烽
生技醫療業,1781,合世,3月2日,19.85,0,0%,89,上櫃,10,4.74,9.41,20.2,12.2,楊國和,楊國和
生技醫療業,1784,訊聯,3月2日,30.25,-0.1,-0.33%,45,上櫃,10,4.97,15,16.5,9.6,蔡政憲,劉天來
其他電子業,1785,光洋科,3月2日,14.35,-0.1,-0.69%,"1,914",上櫃,10,40.7,58.3,38.5,12.1,馬堅勇,黃啟峰
化學工業,1787,福盈科,3月2日,22.55,0,0%,113,上櫃,10,7.2,16.2,38.2,11.9,莊才晉,江志舜
生技醫療業,1788,杏昌,3月2日,99,0.4,0.41%,31,上櫃,10,3.5,34.6,28,7.6,李忠良,陳國師
生技醫療業,1795,美時,3月2日,63.1,-1.4,-2.17%,803,上櫃,10,23.8,150,50.7,7.1,林群,王憲政
生技醫療業,1799,易威,3月2日,22.35,0,0%,140,上櫃,10,7.94,17.7,18.6,8.3,李世仁,許景琦
生技醫療業,1813,寶利徠,3月2日,23.9,-0.25,-1.04%,77,上櫃,10,4.66,11.1,23.4,7.6,宋一新,李瑞賢
電子零組件業,1815,富喬,3月2日,17,-0.15,-0.87%,"7,774",上櫃,10,41.4,70.4,18.1,11.1,張元賓,張元賓
鋼鐵工業,2035,唐榮,3月2日,49.65,0.15,0.30%,7,上櫃,10,35,174,61.9,10.7,趙健在,梁進民
電器電纜,2061,風青,3月2日,9.55,-0.15,-1.55%,85,上櫃,10,6.21,5.93,22.5,6.2,陳福得,陳福得
鋼鐵工業,2063,世鎧,3月2日,28.6,0.15,0.53%,45,上櫃,10,4.5,12.9,24.8,6.5,杜泰源,林上安
鋼鐵工業,2064,晉椿,3月2日,17.5,0,0%,14,上櫃,10,7,12.2,45.8,2.2,陳陽輝,高進義
電機機械,2066,世德,3月2日,106,-1.5,-1.40%,20,上櫃,10,3.65,38.7,29.1,3.4,陳光裕,吳森富
電機機械,2067,嘉鋼,3月2日,13.85,-0.05,-0.36%,2,上櫃,10,3.69,5.11,42.9,2.8,曹光照,曹恆健
其他業,2221,大甲,3月2日,22.2,-0.4,-1.77%,203,上櫃,10,4.24,9.42,39.5,9.6,黃士峰,鍾志清
電機機械,2230,泰茂,3月2日,14.35,0,0%,13,上櫃,10,3.96,5.69,26.1,3.9,呂萬賢,呂萬傑
電機機械,2233,宇隆,3月2日,116.5,0,0%,784,上櫃,10,4.92,57.3,29.2,5.3,劉俊昌,陳國政
電機機械,2235,謚源,3月2日,122.5,0,0%,1,上櫃,10,3.19,39.1,29.9,2.2,吳碣石,吳碣石
建材營造業,2596,綠意,3月2日,21.5,0.05,0.23%,180,上櫃,10,8.27,17.8,15.8,7.8,許燈城,許燈城
其他業,2640,大車隊,3月2日,49.3,-0.2,-0.40%,32,上櫃,10,4.64,22.9,11.5,4.3,林村田,李瓊淑
航運業,2641,正德,3月2日,8.32,0.19,2.34%,"1,957",上櫃,10,15.3,12.7,18.4,2.4,蔡邦權,吳文仁
航運業,2643,捷迅,3月2日,50.5,0,0%,136,上櫃,10,2.62,13.2,33.1,1,顧城明,孫鋼銀
觀光事業,2718,晶悅,3月2日,26.35,0,0%,0,上櫃,10,2.26,5.95,39.9,5.9,楊顯玲,張志誠(暫代)
觀光事業,2719,燦星旅,3月2日,12.15,0.15,1.25%,30,上櫃,10,3.63,4.41,14,5,楊文芳,楊文芳(暫代)
觀光事業,2724,富驛-KY,3月2日,6.9,0.05,0.73%,15,上櫃,10,3.82,2.63,15.1,4.8,侯尊中,侯尊中
觀光事業,2726,雅茗-KY,3月2日,64.4,0.1,0.16%,38,上櫃,10,3.02,19.5,7.2,2.2,吳伯超,盧小慧
觀光事業,2729,瓦城,3月2日,246,1,0.41%,15,上櫃,10,2.33,57.2,16.5,4.5,徐承義,徐承義
觀光事業,2732,六角,3月2日,81.5,-0.5,-0.61%,83,上櫃,10,3.31,27,13,2.1,王耀輝,王耀輝
觀光事業,2734,易飛網,3月2日,16.9,0.15,0.90%,11,上櫃,10,3.03,5.11,17.2,3.2,周育蔚,李克敬
觀光事業,2736,高野,3月2日,22.7,0,0%,22,上櫃,10,4.9,11.1,8.6,1.2,劉清郎,楊書昌
觀光事業,2740,天蔥,3月2日,29.2,0,0%,0,上櫃,10,1.6,4.67,10,1.2,盧俊賢,蔡興樺
貿易百貨業,2916,滿心,3月2日,16.5,0,0%,29,上櫃,10,5.46,9.01,32.7,12,李俊良,詹新長
貿易百貨業,2924,東凌-KY,3月2日,54.2,0,0%,3,上櫃,10,3.4,18.4,8.1,5.3,林寶霞,許復進
貿易百貨業,2926,誠品生活,3月2日,152.5,-1,-0.65%,19,上櫃,10,4.74,72.3,11.4,4.1,吳清友,吳旻潔
觀光事業,2928,紅馬-KY,3月2日,66.1,-1.4,-2.07%,222,上櫃,10,4.73,31.3,5.7,1.1,周泰鳳,川崎貴聖
其他電子業,3064,泰偉,3月2日,21.6,-0.5,-2.26%,138,上櫃,10,7.21,15.6,16.6,12.7,楊南平,楊南平
光電業,3066,李洲,3月2日,6.15,-0.13,-2.07%,11,上櫃,10,8.31,5.11,42.8,12.2,李明順,李明順
其他電子業,3067,全域,3月2日,12.15,-0.1,-0.82%,7,上櫃,10,2.9,3.53,43.3,13.4,王敏烈,王敏烈
通信網路業,3068,美磊,3月2日,66.4,-1.3,-1.92%,493,上櫃,10,8.5,56.5,26.9,8.8,蔡茂禎,許正源
電腦及週邊設備業,3071,協禧,3月2日,12.2,0.3,2.52%,"1,075",上櫃,10,14.6,17.8,38.6,12.2,黃瑞益,林昭雄
半導體業,3073,普格,3月2日,10.8,-0.45,-4%,163,上櫃,10,4.65,5.02,25.4,9.4,謝欽宗,呂玟瑩
電子零組件業,3078,僑威,3月2日,31,-0.75,-2.36%,"6,455",上櫃,10,22.7,70.5,23.4,12.1,潘君威,楊琇華
通信網路業,3081,聯亞,3月2日,301,-1,-0.33%,816,上櫃,10,9.06,273,19.8,1.6,陳建任,林蔚
資訊服務業,3083,網龍,3月2日,37.3,-0.85,-2.23%,290,上櫃,10,8.57,32,16.9,13.3,王俊博,呂學森
資訊服務業,3085,久大,3月2日,20.3,-0.2,-0.98%,247,上櫃,10,9.12,18.5,22.5,13,皇庭投資有限公司-蘇耀閮,靜婷
文化創意業,3086,華義,3月2日,7.45,0.31,4.34%,31,上櫃,10,3.12,2.32,23.6,12.9,徐培菁,徐培菁
電腦及週邊設備業,3088,艾訊,3月2日,59.2,0.2,0.34%,817,上櫃,10,7.9,46.8,26.8,11.8,楊裕德,楊裕德
電子零組件業,3089,遠昇,3月2日,18.55,-0.45,-2.37%,57,上櫃,10,9.39,17.4,24.1,13.4,林俊國,待補
電子零組件業,3092,鴻碩,3月2日,50.8,3.2,6.72%,"5,989",上櫃,10,6.35,32.2,25.2,6.8,張利榮,魯憶萱
其他電子業,3093,港建,3月2日,33.5,0,0%,1,上櫃,10,3.63,12.2,39.7,11.7,何樹燦,廖豐瑩
通信網路業,3095,及成,3月2日,2.71,-0.08,-2.87%,18,上櫃,10,10.9,2.96,43.9,11.8,張正寬,張正寬(兼任)
半導體業,3105,穩懋,3月2日,123.5,2.5,2.07%,"6,256",上櫃,10,40.3,497,17.4,5.2,陳進財,王郁琦
電子零組件業,3114,好德,3月2日,11.7,-0.1,-0.85%,33,上櫃,10,5,5.85,38.4,12.9,陳國鴻,陳國鴻
電子零組件業,3115,寶島極,3月2日,13,-0.35,-2.62%,60,上櫃,10,4.37,5.68,24.6,11.9,劉文禎,劉文禎
生技醫療業,3118,進階,3月2日,31.2,-0.3,-0.95%,19,上櫃,10,3.25,10.1,27.2,8.8,邱春龍,邱春龍
半導體業,3122,笙泉,3月2日,15.45,-0.2,-1.28%,154,上櫃,10,3.93,6.07,17.7,2.1,溫國良,丘善文
光電業,3128,昇銳,3月2日,12.55,-0.1,-0.79%,73,上櫃,10,4.2,5.27,29.4,10.5,江添貴,江送貴
其他電子業,3131,弘塑,3月2日,171.5,0.5,0.29%,124,上櫃,10,2.47,42.3,23.8,6.1,張鴻泰,石本立
半導體業,3141,晶宏,3月2日,37.7,-0.3,-0.79%,639,上櫃,10,6.32,23.8,17.6,3,徐豫東,徐豫東
電子零組件業,3144,新揚科,3月2日,17.8,-0.2,-1.11%,772,上櫃,10,10.1,17.9,16.7,12.2,黃嘉能,吳介宏
通信網路業,3152,璟德,3月2日,306.5,-4.5,-1.45%,446,上櫃,10,6.9,212,18.9,8.9,雙德投資股份有限公司-代表人郭建文,郭建文
電機機械,3162,精確,3月2日,6.49,0.31,5.02%,268,上櫃,10,5.65,3.67,25.3,11.4,徐永誠,無
通信網路業,3163,波若威,3月2日,49.8,-0.1,-0.20%,633,上櫃,10,7.44,37.1,18.8,4.2,吳國精,黃裕文
半導體業,3169,亞信,3月2日,23.5,-0.05,-0.21%,54,上櫃,10,5.26,12.3,21.8,7.3,陳瑞榮,王春旗
貿易百貨業,3171,新洲,3月2日,17.95,-0.3,-1.64%,69,上櫃,10,5.92,10.6,26.2,12.5,江文容,江文容
生技醫療業,3176,基亞,3月2日,64.9,-3.7,-5.39%,"3,041",上櫃,10,13.9,90,17.2,5.3,張世忠,鄭毓仁
半導體業,3188,鑫龍騰,3月2日,18.2,-0.1,-0.55%,77,上櫃,10,10.6,19.3,16.3,13,黃學藤,黃學藤
電子零組件業,3191,和進,3月2日,14.1,1.25,9.73%,335,上櫃,10,5.47,7.71,25.2,11.9,陳進生,龔俊仁
電子零組件業,3202,樺晟,3月2日,12.65,-0.05,-0.39%,627,上櫃,10,9.67,12.2,32.9,11.6,林昆成,陳彥樺
生技醫療業,3205,佰研,3月2日,134,-2,-1.47%,749,上櫃,10,3.28,43.9,19,11.5,陳樂維,羅曉婷
電子零組件業,3206,志豐,3月2日,24.4,-0.3,-1.21%,234,上櫃,10,4.49,11,37.6,10.1,張演堂,張演堂
電子零組件業,3207,耀勝,3月2日,11.6,0.2,1.75%,171,上櫃,10,3.83,4.44,25.1,12.3,蕭奕彰,侯建州
電腦及週邊設備業,3211,順達,3月2日,39.45,-0.3,-0.75%,310,上櫃,10,15.2,60,18.6,12.3,鍾聰明,許諸靜
電腦及週邊設備業,3213,茂訊,3月2日,44.8,-0.5,-1.10%,94,上櫃,10,5.87,26.3,27,12.4,沈頤同,沈頤同
電子零組件業,3217,優群,3月2日,29.7,-0.95,-3.10%,"1,670",上櫃,10,8.21,24.4,29.6,12.8,王朝樑,劉興義
生技醫療業,3218,大學光,3月2日,23.7,0.35,1.50%,299,上櫃,10,6.61,15.7,22.6,12.3,歐淑芳,盧政宏
半導體業,3219,倚強,3月2日,21,0,0%,19,上櫃,10,2.33,4.89,24.5,13,呂健民,呂健民
通信網路業,3221,台嘉碩,3月2日,24.4,-0.35,-1.41%,219,上櫃,10,9.64,23.5,19.3,11,黃鈺同,陳瑞鴻
電子通路業,3224,三顧,3月2日,43.1,-2.4,-5.27%,"2,898",上櫃,10,4,17.2,18.5,12.7,胡立三,唐洪德
電機機械,3226,至寶電,3月2日,64.9,0,0%,49,上櫃,10,6.44,41.8,30.5,12.7,周青麟,周青麟
半導體業,3227,原相,3月2日,78.5,-0.7,-0.88%,"1,081",上櫃,10,13.3,104,18.6,10.8,黃森煌,黃森煌
半導體業,3228,金麗科,3月2日,16,0.3,1.91%,36,上櫃,10,6.28,10,19.5,12,易建男,葉常征
光電業,3230,錦明,3月2日,6.15,-0.01,-0.16%,75,上櫃,10,10.8,6.63,29.8,10.4,蔡進財,蔡進財
電子通路業,3232,昱捷,3月2日,19.3,0.15,0.78%,62,上櫃,10,3.16,6.09,29.2,12.3,蔡棟國,陳多明
通信網路業,3234,光環,3月2日,58.9,-1.1,-1.83%,"1,596",上櫃,10,7.26,42.8,19.5,5.9,劉勝先,劉漢興
電子零組件業,3236,千如,3月2日,28.7,0,0%,"3,172",上櫃,10,6.31,18.1,37.8,12.2,徐明恩,徐明恩
其他業,3252,海灣,3月2日,31,-1.3,-4.02%,417,上櫃,10,2.81,8.71,22.6,12.4,劉至誠,劉至誠
半導體業,3259,鑫創,3月2日,21,-1.4,-6.25%,398,上櫃,10,8.09,17,18.3,9.2,林俊宏,胡定中
半導體業,3260,威剛,3月2日,55.5,1.8,3.35%,"14,060",上櫃,10,23,128,15.8,12.4,陳立白,陳玲娟
半導體業,3264,欣銓,3月2日,26.25,-0.25,-0.94%,"2,892",上櫃,10,48.6,127,17.4,12.2,盧志遠,張季明
半導體業,3265,台星科,3月2日,28.25,0.2,0.71%,678,上櫃,10,13.6,38.5,16.9,11.6,翁志立,翁志立
半導體業,3268,海德威,3月2日,14.55,-0.5,-3.32%,184,上櫃,10,3.34,4.86,25.9,12.1,黃 (方方土) 芳,游賜傑
電腦及週邊設備業,3272,東碩,3月2日,49.4,-0.3,-0.60%,212,上櫃,10,5.23,25.8,24.1,2.5,曹賜正,曹賜正
電子零組件業,3276,宇環,3月2日,12.9,-0.15,-1.15%,152,上櫃,10,6.97,8.99,17.2,12.1,陳世(金欣),李明熹
其他業,3284,太普高,3月2日,22.2,-0.1,-0.45%,164,上櫃,10,5.5,12.2,18.4,11.9,王祈蓀,陳柏勳
其他電子業,3285,微端,3月2日,22.5,-0.1,-0.44%,219,上櫃,10,4.41,9.92,21.6,4.6,吳華盛,魯景岱
電腦及週邊設備業,3287,廣寰科,3月2日,7.08,-0.1,-1.39%,38,上櫃,10,4.4,3.11,17.8,9.1,王忠傑,王忠傑
電子零組件業,3288,點晶,3月2日,3.98,-0.01,-0.25%,1,上櫃,10,4.85,1.93,20.2,11.9,金際遠,金際遠
其他電子業,3289,宜特,3月2日,100,2,2.04%,723,上櫃,10,6.24,62.4,22.5,12.2,余維斌,余維斌
通信網路業,3290,東浦,3月2日,17.2,-0.3,-1.71%,684,上櫃,10,9.95,17.1,22,11.8,黃燈財,黃燈財
資訊服務業,3293,鈊象,3月2日,186,-8.5,-4.37%,"3,896",上櫃,10,6.97,130,27.3,10.6,李柯柱,江順成
電子零組件業,3294,英濟,3月2日,18.3,1.15,6.71%,"2,718",上櫃,10,13,23.8,25.4,9.9,徐文麟,徐文麟
光電業,3297,杭特,3月2日,17.2,0.15,0.88%,8,上櫃,10,3.66,6.29,28.3,11.7,鄭子釗,李新榮
通信網路業,3299,帛漢,3月2日,58,-0.5,-0.85%,685,上櫃,10,6.07,35.2,25.1,11.6,潘詠民,范仲成
化學工業,3303,岱稜,3月2日,21.55,0,0%,740,上櫃,10,9.74,21,26.5,9.8,蔡國龍,李顯昌
通信網路業,3306,鼎天,3月2日,26.05,-0.3,-1.14%,100,上櫃,10,5.06,13.2,19.2,11.7,蘇俊豪,陳俊彥
電子零組件業,3310,佳穎,3月2日,25.65,-0.35,-1.35%,586,上櫃,10,8.38,21.5,28.7,8.7,李志廣,朱理華
電子零組件業,3313,斐成,3月2日,35.25,0.2,0.57%,"1,007",上櫃,10,8.38,29.5,23.2,10.8,楊清宗,鍾明道
半導體業,3317,尼克森,3月2日,15.2,0,0%,153,上櫃,10,6.13,9.31,18.4,9.6,楊惠強,楊惠強
電子零組件業,3322,建舜電,3月2日,8.33,-0.07,-0.83%,97,上櫃,10,8.64,7.2,39.9,7.8,黃欽雄,黃欽基
電腦及週邊設備業,3323,加百裕,3月2日,18.5,0,0%,151,上櫃,10,8.68,16.1,19.3,9.7,黃世明,黃世明
其他電子業,3324,雙鴻,3月2日,99.2,0.1,0.10%,"1,507",上櫃,10,7.85,77.8,18.5,11.8,林育申,徐健洲
電腦及週邊設備業,3325,旭品,3月2日,23,-0.7,-2.95%,224,上櫃,10,7.71,17.7,20.9,11.5,蕭奕彰,蕭奕彰
電子零組件業,3332,幸康,3月2日,36.25,0.15,0.42%,6,上櫃,10,4.81,17.4,26,9.1,鄭震三,顏雲曉
光電業,3339,泰谷,3月2日,5.98,0.3,5.28%,17,上櫃,10,9.62,5.75,16.8,10.7,葉寅夫,葉寅夫
電子零組件業,3354,律勝,3月2日,9.52,0.29,3.14%,133,上櫃,10,7.01,6.67,20.2,11.2,李美蓉,莊朝欽
電子通路業,3360,尚立,3月2日,22,-0.6,-2.65%,"8,036",上櫃,10,7.55,16.6,31.9,10.7,簡剛民,簡剛民
光電業,3362,先進光,3月2日,31.15,-1,-3.11%,"7,058",上櫃,10,9.34,29.1,30.3,11.5,林忠和,高維亞
通信網路業,3363,上詮,3月2日,29.3,0,0%,246,上櫃,10,7.75,22.7,21.7,6,張立秋,龔純瑩
半導體業,3372,典範,3月2日,7.39,0.03,0.41%,325,上櫃,10,40.8,30.2,18.6,11.2,束崇萬,曾忠鶴
其他電子業,3373,熱映,3月2日,22,0.2,0.92%,203,上櫃,10,4.33,9.52,16.7,9.2,黃洲杰,黃幼謙
半導體業,3374,精材,3月2日,50,-3.6,-6.72%,"18,213",上櫃,10,27,135,18.5,1.9,關欣,關欣
電機機械,3379,彬台,3月2日,10.95,0,0%,58,上櫃,10,3.8,4.17,35.9,5.4,洪振攀,何信淳
電子零組件業,3388,崇越電,3月2日,63.2,-0.9,-1.40%,46,上櫃,10,6.41,40.5,23.1,11,潘振成,執行長張勝和
電子零組件業,3390,旭軟,3月2日,17.6,0.2,1.15%,214,上櫃,10,6.58,11.6,18.4,11,林於晃,許燕福
其他電子業,3402,漢科,3月2日,25.8,-0.45,-1.71%,894,上櫃,10,7.3,18.8,26.6,10.1,溫永宏,謝清泉
電機機械,3426,台興,3月2日,58.4,1,1.74%,170,上櫃,10,2.2,12.8,32.7,0.2,林萬興,羅凱南
光電業,3428,光燿科,3月2日,56.5,-1.1,-1.91%,"2,228",上櫃,10,9.62,54.4,16.7,4.8,郭台強,吳俊彥
通信網路業,3431,長天,3月2日,6.16,-0.2,-3.14%,95,上櫃,10,3.55,2.18,22.4,10.6,徐彰徽,彭金樹
光電業,3434,哲固,3月2日,12.9,0,0%,0,上櫃,10,2.27,2.93,23.8,9.1,簡豊連,簡豊輝
半導體業,3438,類比科,3月2日,19.55,-0.05,-0.26%,164,上櫃,10,6.74,13.2,17.9,10.6,劉紹宗,劉紹宗
光電業,3441,聯一光,3月2日,20.2,0.45,2.28%,"2,414",上櫃,10,4,8.09,32.9,6.4,陳忠政,蔡春霖
電子通路業,3444,利機,3月2日,19.4,0.3,1.57%,65,上櫃,10,3.91,7.59,23.8,8.4,張坤祥,張宏基
光電業,3452,益通,3月2日,10,0.16,1.63%,831,上櫃,10,77.9,77.9,15.2,11,徐信群,溫清章
光電業,3455,由田,3月2日,54.6,0.8,1.49%,"4,015",上櫃,10,6.12,33.4,24.8,9.2,鄒嘉駿,張文杰
電子零組件業,3465,祥業,3月2日,18,0.15,0.84%,3,上櫃,10,1.32,2.37,23.9,9.1,楊福義,張嘉穎
通信網路業,3466,致振,3月2日,19.5,0,0%,126,上櫃,10,6.09,11.9,34.9,10.8,吳振乾,吳振乾
電腦及週邊設備業,3479,安勤,3月2日,60.2,0.1,0.17%,727,上櫃,10,6.93,41.7,16.6,6.7,劉琍綺,張嘉哲
電腦及週邊設備業,3483,力致,3月2日,33.8,-0.9,-2.59%,"2,433",上櫃,10,4.9,16.5,19.3,10.2,饒振奇,饒振奇
電子零組件業,3484,崧騰,3月2日,40.2,-0.9,-2.19%,"1,077",上櫃,10,6.54,26.3,24.5,9.3,張俊雲,曾文政
建材營造業,3489,森寶,3月2日,12.25,1.1,9.87%,962,上櫃,10,8.31,10.2,25.7,9.4,簡元城,簡正德
光電業,3490,單井,3月2日,39.45,-0.25,-0.63%,394,上櫃,10,6.72,26.5,27.6,9.4,王祥亨,游孟哲
通信網路業,3491,昇達科,3月2日,73.6,1.6,2.22%,431,上櫃,10,5.16,38,17.5,9.2,陳淑敏,吳東義
電子零組件業,3492,長盛,3月2日,32.3,0.35,1.10%,167,上櫃,10,3.55,11.5,22.9,1.8,尚元良,葉文麒
其他電子業,3498,陽程,3月2日,59.9,-0.6,-0.99%,"1,662",上櫃,10,9.23,55.3,35.9,9.5,黃秋逢,李道遠
通信網路業,3499,環天科,3月2日,16.55,0.2,1.22%,"1,278",上櫃,10,5.5,9.1,16.8,10.4,陳賢哲,鄭賢隆
其他電子業,3508,位速,3月2日,18,0.9,5.26%,"3,529",上櫃,10,9.28,16.7,15.5,9.4,廖世文,廖世文
電子零組件業,3511,矽瑪,3月2日,19.4,0.05,0.26%,75,上櫃,10,3.9,7.56,13.2,8,游素冠,游素冠
電子零組件業,3512,能緹,3月2日,30.8,1.7,5.84%,194,上櫃,10,5.9,18.2,24.7,9.6,陳文宏,魏文珍
光電業,3516,亞帝歐,3月2日,9.96,-0.01,-0.10%,43,上櫃,10,6.91,6.88,25.3,9.3,廖書尉,廖書尉
電子零組件業,3520,振維,3月2日,135,2,1.50%,450,上櫃,10,6.4,86.4,31,9.4,王博諒,陳奮賢
電腦及週邊設備業,3521,鴻翊,3月2日,9.75,-0.09,-0.91%,47,上櫃,10,4.67,4.56,31,9.6,林泉湧,林泉湧
光電業,3522,宏森,3月2日,44.8,-0.15,-0.33%,241,上櫃,10,6.5,29.1,15.4,9.4,陳介甫,葉東明
光電業,3523,迎輝,3月2日,13.25,0,0%,48,上櫃,10,9.61,12.7,19.1,9.3,唐以鄰,呂英宗
電子零組件業,3526,凡甲,3月2日,69.1,0.1,0.14%,"1,306",上櫃,10,6.58,45.5,18.3,9.3,游萬益,張一偉
半導體業,3527,聚積,3月2日,72.1,0,0%,102,上櫃,10,3.32,23.9,17.7,9.3,楊立昌,陳企凱
半導體業,3529,力旺,3月2日,426,-3,-0.70%,310,上櫃,10,7.58,323,16.5,6.1,徐清祥,沈士傑
光電業,3531,先益,3月2日,20.35,0,0%,31,上櫃,10,6.12,12.4,37.4,8.9,鄧嘉文,王惠民
電子零組件業,3537,堡達,3月2日,21.7,-0.3,-1.36%,77,上櫃,10,4.87,10.6,29.6,7.1,黃德聰,李茂洋
電腦及週邊設備業,3540,曜越,3月2日,21.35,0.05,0.23%,305,上櫃,10,6.66,14.2,17.3,9.2,林培熙,林培熙
其他電子業,3541,西柏,3月2日,152.5,13.5,9.71%,"2,540",上櫃,10,4.48,68.4,26.1,7.2,楊全彬,蔡正義
資訊服務業,3546,宇峻,3月2日,79.3,0.3,0.38%,294,上櫃,10,3.42,27.1,21.8,8.9,劉信,劉信
電子零組件業,3548,兆利,3月2日,65.8,1,1.54%,717,上櫃,10,6.06,39.8,12.7,8.9,劉光華,張台沅
其他電子業,3551,世禾,3月2日,31.85,0,0%,38,上櫃,10,5.68,18.1,19.7,8.9,陳學聖,陳學哲
其他電子業,3552,同致,3月2日,308,-6,-1.91%,"1,245",上櫃,10,8.49,262,37.2,8.1,陳信忠,陳信忠
半導體業,3553,力積,3月2日,14.05,-0.05,-0.35%,57,上櫃,10,6.8,9.55,14.2,8.4,蔡國智,陳冠州
半導體業,3555,重鳥鵬,3月2日,69,0.6,0.88%,18,上櫃,10,3.56,24.5,13.4,5.3,陳立白,周康記
半導體業,3556,禾瑞亞,3月2日,51,0.3,0.59%,195,上櫃,10,5.72,29.2,14.5,8.9,蘇明陽,蘇明陽
通信網路業,3558,神準,3月2日,170,2,1.19%,349,上櫃,10,4.91,83.4,10.4,3.2,蔡文河,林伯彰
光電業,3562,頂晶科,3月2日,12.7,0.2,1.60%,14,上櫃,10,1.31,1.66,10.5,8.7,傅佩文,李宇軒
其他電子業,3563,牧德,3月2日,82.2,1.6,1.99%,"1,895",上櫃,10,4.26,35,18.7,6.2,汪光夏,陳復生
通信網路業,3564,其陽,3月2日,44,0.2,0.46%,32,上櫃,10,2.04,8.98,16.4,3.2,范希光,林章安
半導體業,3567,逸昌,3月2日,30,-1.2,-3.85%,"1,212",上櫃,10,3.56,10.7,16.5,6.3,郭嘯華,吳建忠
資訊服務業,3570,大塚,3月2日,48.8,-0.1,-0.20%,37,上櫃,10,1.71,8.34,19.6,8.4,鶴見裕信,郭一龍
電腦及週邊設備業,3577,泓格,3月2日,35.1,0.15,0.43%,34,上櫃,10,4.37,15.3,23.6,8.2,葉迺迪,陳瑞煜
其他電子業,3580,友威科,3月2日,30.3,-0.05,-0.16%,900,上櫃,10,6.25,18.9,14.3,6.6,李原吉,李原吉
半導體業,3581,博磊,3月2日,16.25,0.05,0.31%,55,上櫃,10,5.18,8.41,17.9,2.1,李篤誠,李篤誠
其他電子業,3587,閎康,3月2日,124,7,5.98%,"1,099",上櫃,10,5.33,66.1,14.8,7.5,吳東明,謝詠芬
電腦及週邊設備業,3594,磐儀,3月2日,23.05,0.55,2.44%,234,上櫃,10,5.78,13.3,23.4,3.8,李明,連啟瑞
電子零組件業,3609,東林,3月2日,16,0,0%,1,上櫃,10,3.03,4.85,14.9,6.1,洪大勝,高明仁(暫代)
電腦及週邊設備業,3611,鼎翰,3月2日,250,0.5,0.20%,37,上櫃,10,3.86,96.4,10,8.3,王秀亭,王興磊
光電業,3615,安可,3月2日,28.75,-0.45,-1.54%,"1,941",上櫃,10,7.06,20.3,9.4,7.9,葉垂景,姜明君
